episode_id,prefix_episode_id,task_uid,benchmark,arm,run,plan_run_order,seed,model_call_seed_t1,invocation,attempt,start_utc,fork_t,n_decisions,success,restoration_transcript_hash_matches,restoration_tool_result_reproduced_stored,durable_rows_lost_invocation,durable_rows_recovery_invocation
branch:log:mbpp/229#3:small#0,log:mbpp/229#3,mbpp/229,mbpp,small,0,284,345995538,345995639,8c343c83afdc,1,2026-09-20T02:23:01Z,1,3,0,1,1,0,2
branch:log:mbpp/229#3:small#1,log:mbpp/229#3,mbpp/229,mbpp,small,1,285,63158320,63158421,8c343c83afdc,1,2026-09-20T02:23:05Z,1,3,0,1,1,0,2
branch:log:mbpp/229#3:large#0,log:mbpp/229#3,mbpp/229,mbpp,large,0,286,231503815,231503916,8c343c83afdc,1,2026-09-20T02:23:06Z,1,3,0,1,1,0,2
branch:log:mbpp/229#3:large#1,log:mbpp/229#3,mbpp/229,mbpp,large,1,287,1080882206,1080882307,8c343c83afdc,1,2026-09-20T02:23:10Z,1,3,0,1,1,0,2
branch:log:mbpp/235#4:small#0,log:mbpp/235#4,mbpp/235,mbpp,small,0,288,1233597772,1233597873,8c343c83afdc,1,2026-09-20T02:23:12Z,1,3,0,1,1,0,2
branch:log:mbpp/235#4:small#1,log:mbpp/235#4,mbpp/235,mbpp,small,1,289,1486356012,1486356113,8c343c83afdc,1,2026-09-20T02:23:16Z,1,3,0,1,1,0,2
branch:log:mbpp/235#4:large#0,log:mbpp/235#4,mbpp/235,mbpp,large,0,290,1333165902,1333166003,8c343c83afdc,1,2026-09-20T02:23:20Z,1,3,0,1,1,0,2
branch:log:mbpp/235#4:large#1,log:mbpp/235#4,mbpp/235,mbpp,large,1,291,1922901234,1922901335,8c343c83afdc,1,2026-09-20T02:23:20Z,1,3,0,1,1,0,2
branch:log:mbpp/235#5:small#0,log:mbpp/235#5,mbpp/235,mbpp,small,0,292,474943188,474943289,8c343c83afdc,1,2026-09-20T02:23:23Z,1,3,0,1,1,0,2
branch:log:mbpp/235#5:small#1,log:mbpp/235#5,mbpp/235,mbpp,small,1,293,1966939345,1966939446,8c343c83afdc,1,2026-09-20T02:23:26Z,1,3,0,1,1,0,2
branch:log:mbpp/235#5:large#0,log:mbpp/235#5,mbpp/235,mbpp,large,0,294,606429455,606429556,8c343c83afdc,1,2026-09-20T02:23:29Z,1,3,0,1,1,0,2
branch:log:mbpp/235#5:large#1,log:mbpp/235#5,mbpp/235,mbpp,large,1,295,1018673382,1018673483,8c343c83afdc,1,2026-09-20T02:23:29Z,1,3,0,1,1,0,2
branch:log:mbpp/235#6:small#0,log:mbpp/235#6,mbpp/235,mbpp,small,0,296,1373671105,1373671206,8c343c83afdc,1,2026-09-20T02:23:32Z,1,3,0,1,1,0,2
branch:log:mbpp/235#6:small#1,log:mbpp/235#6,mbpp/235,mbpp,small,1,297,1031879358,1031879459,8c343c83afdc,1,2026-09-20T02:23:33Z,1,3,0,1,1,0,2
branch:log:mbpp/235#6:large#0,log:mbpp/235#6,mbpp/235,mbpp,large,0,298,1950822153,1950822254,8c343c83afdc,1,2026-09-20T02:23:42Z,1,3,0,1,1,0,2
branch:log:mbpp/235#6:large#1,log:mbpp/235#6,mbpp/235,mbpp,large,1,299,1072774652,1072774753,8c343c83afdc,1,2026-09-20T02:23:43Z,1,3,0,1,1,0,2
branch:log:mbpp/235#7:small#0,log:mbpp/235#7,mbpp/235,mbpp,small,0,300,1696499077,1696499178,8c343c83afdc,1,2026-09-20T02:23:46Z,1,3,0,1,1,0,2
branch:log:mbpp/235#7:small#1,log:mbpp/235#7,mbpp/235,mbpp,small,1,301,1631538755,1631538856,8c343c83afdc,1,2026-09-20T02:23:50Z,1,3,0,1,1,0,2
branch:log:mbpp/235#7:large#0,log:mbpp/235#7,mbpp/235,mbpp,large,0,302,186087604,186087705,8c343c83afdc,1,2026-09-20T02:23:52Z,1,3,0,1,1,0,2
branch:log:mbpp/235#7:large#1,log:mbpp/235#7,mbpp/235,mbpp,large,1,303,671416812,671416913,8c343c83afdc,1,2026-09-20T02:23:58Z,1,3,0,1,1,0,2
branch:log:mbpp/249#5:small#0,log:mbpp/249#5,mbpp/249,mbpp,small,0,304,861687451,861687552,8c343c83afdc,1,2026-09-20T02:24:10Z,1,3,0,1,1,0,2
branch:log:mbpp/249#5:small#1,log:mbpp/249#5,mbpp/249,mbpp,small,1,305,162361299,162361400,8c343c83afdc,1,2026-09-20T02:24:14Z,1,3,0,1,1,0,2
branch:log:mbpp/249#5:large#0,log:mbpp/249#5,mbpp/249,mbpp,large,0,306,1878364743,1878364844,8c343c83afdc,1,2026-09-20T02:24:17Z,1,3,0,1,1,0,2
branch:log:mbpp/249#5:large#1,log:mbpp/249#5,mbpp/249,mbpp,large,1,307,1856043086,1856043187,8c343c83afdc,1,2026-09-20T02:24:20Z,1,3,0,1,1,0,2
branch:log:mbpp/249#6:small#0,log:mbpp/249#6,mbpp/249,mbpp,small,0,308,1065797907,1065798008,8c343c83afdc,1,2026-09-20T02:24:23Z,1,3,0,1,1,0,2
branch:log:mbpp/249#6:small#1,log:mbpp/249#6,mbpp/249,mbpp,small,1,309,1430718848,1430718949,8c343c83afdc,1,2026-09-20T02:24:24Z,1,3,1,1,1,0,2
branch:log:mbpp/249#6:large#0,log:mbpp/249#6,mbpp/249,mbpp,large,0,310,552016198,552016299,8c343c83afdc,1,2026-09-20T02:24:27Z,1,3,0,1,1,0,2
branch:log:mbpp/249#6:large#1,log:mbpp/249#6,mbpp/249,mbpp,large,1,311,655724706,655724807,8c343c83afdc,1,2026-09-20T02:24:28Z,1,3,0,1,1,0,2
branch:log:mbpp/251#0:small#0,log:mbpp/251#0,mbpp/251,mbpp,small,0,312,1563640812,1563640913,8c343c83afdc,1,2026-09-20T02:24:28Z,1,3,0,1,1,0,2
branch:log:mbpp/251#0:small#1,log:mbpp/251#0,mbpp/251,mbpp,small,1,313,2118057502,2118057603,8c343c83afdc,1,2026-09-20T02:24:30Z,1,3,0,1,1,0,2
branch:log:mbpp/251#0:large#0,log:mbpp/251#0,mbpp/251,mbpp,large,0,314,1294065696,1294065797,8c343c83afdc,1,2026-09-20T02:24:34Z,1,3,0,1,1,0,2
branch:log:mbpp/251#0:large#1,log:mbpp/251#0,mbpp/251,mbpp,large,1,315,1464177864,1464177965,8c343c83afdc,1,2026-09-20T02:24:35Z,1,3,0,1,1,0,2
branch:log:mbpp/251#1:small#0,log:mbpp/251#1,mbpp/251,mbpp,small,0,316,594483286,594483387,8c343c83afdc,1,2026-09-20T02:24:37Z,1,3,0,1,1,0,2
branch:log:mbpp/251#1:small#1,log:mbpp/251#1,mbpp/251,mbpp,small,1,317,571415402,571415503,8c343c83afdc,1,2026-09-20T02:24:40Z,1,3,0,1,1,0,2
branch:log:mbpp/251#1:large#0,log:mbpp/251#1,mbpp/251,mbpp,large,0,318,1123435504,1123435605,8c343c83afdc,1,2026-09-20T02:24:42Z,1,2,1,1,1,0,1
branch:log:mbpp/251#1:large#1,log:mbpp/251#1,mbpp/251,mbpp,large,1,319,91704825,91704926,8c343c83afdc,1,2026-09-20T02:24:42Z,1,2,1,1,1,0,1
branch:log:mbpp/251#2:small#0,log:mbpp/251#2,mbpp/251,mbpp,small,0,320,1507358953,1507359054,8c343c83afdc,1,2026-09-20T02:24:45Z,1,3,0,1,1,0,2
branch:log:mbpp/251#2:small#1,log:mbpp/251#2,mbpp/251,mbpp,small,1,321,852432222,852432323,8c343c83afdc,1,2026-09-20T02:24:46Z,1,3,0,1,1,0,2
branch:log:mbpp/251#2:large#0,log:mbpp/251#2,mbpp/251,mbpp,large,0,322,833690736,833690837,8c343c83afdc,1,2026-09-20T02:24:48Z,1,3,0,1,1,0,2
branch:log:mbpp/251#2:large#1,log:mbpp/251#2,mbpp/251,mbpp,large,1,323,1406455549,1406455650,8c343c83afdc,1,2026-09-20T02:24:48Z,1,3,0,1,1,0,2
branch:log:mbpp/251#6:small#0,log:mbpp/251#6,mbpp/251,mbpp,small,0,324,812369582,812369683,8c343c83afdc,1,2026-09-20T02:24:51Z,1,3,0,1,1,0,2
branch:log:mbpp/251#6:small#1,log:mbpp/251#6,mbpp/251,mbpp,small,1,325,2039885363,2039885464,8c343c83afdc,1,2026-09-20T02:24:52Z,1,3,0,1,1,0,2
branch:log:mbpp/251#6:large#0,log:mbpp/251#6,mbpp/251,mbpp,large,0,326,735392133,735392234,8c343c83afdc,1,2026-09-20T02:24:55Z,1,2,1,1,1,0,1
branch:log:mbpp/251#6:large#1,log:mbpp/251#6,mbpp/251,mbpp,large,1,327,1889095148,1889095249,8c343c83afdc,1,2026-09-20T02:24:56Z,1,2,1,1,1,0,1
branch:log:mbpp/262#7:small#0,log:mbpp/262#7,mbpp/262,mbpp,small,0,328,1050119412,1050119513,8c343c83afdc,1,2026-09-20T02:25:00Z,1,3,1,1,1,0,2
branch:log:mbpp/262#7:small#1,log:mbpp/262#7,mbpp/262,mbpp,small,1,329,2111216347,2111216448,8c343c83afdc,1,2026-09-20T02:25:00Z,1,3,1,1,1,0,2
branch:log:mbpp/262#7:large#0,log:mbpp/262#7,mbpp/262,mbpp,large,0,330,534136155,534136256,8c343c83afdc,1,2026-09-20T02:25:01Z,1,3,1,1,1,0,2
branch:log:mbpp/262#7:large#1,log:mbpp/262#7,mbpp/262,mbpp,large,1,331,2005513565,2005513666,8c343c83afdc,1,2026-09-20T02:25:04Z,1,3,1,1,1,0,2
branch:log:mbpp/274#3:small#0,log:mbpp/274#3,mbpp/274,mbpp,small,0,332,1099033546,1099033647,8c343c83afdc,1,2026-09-20T02:25:08Z,1,2,1,1,1,0,1
branch:log:mbpp/274#3:small#1,log:mbpp/274#3,mbpp/274,mbpp,small,1,333,1842293772,1842293873,8c343c83afdc,1,2026-09-20T02:25:08Z,1,2,1,1,1,0,1
branch:log:mbpp/274#3:large#0,log:mbpp/274#3,mbpp/274,mbpp,large,0,334,1371174250,1371174351,8c343c83afdc,1,2026-09-20T02:25:12Z,1,2,1,1,1,0,1
branch:log:mbpp/274#3:large#1,log:mbpp/274#3,mbpp/274,mbpp,large,1,335,352444938,352445039,8c343c83afdc,1,2026-09-20T02:25:12Z,1,2,1,1,1,0,1
branch:log:mbpp/278#0:small#0,log:mbpp/278#0,mbpp/278,mbpp,small,0,336,1322467776,1322467877,8c343c83afdc,1,2026-09-20T02:25:15Z,1,3,0,1,1,0,2
branch:log:mbpp/278#0:small#1,log:mbpp/278#0,mbpp/278,mbpp,small,1,337,1916392576,1916392677,8c343c83afdc,1,2026-09-20T02:25:18Z,1,3,0,1,1,0,2
branch:log:mbpp/278#0:large#0,log:mbpp/278#0,mbpp/278,mbpp,large,0,338,2033450925,2033451026,8c343c83afdc,1,2026-09-20T02:25:20Z,1,3,0,1,1,0,2
branch:log:mbpp/278#0:large#1,log:mbpp/278#0,mbpp/278,mbpp,large,1,339,2145440130,2145440231,8c343c83afdc,1,2026-09-20T02:25:20Z,1,3,0,1,1,0,2
branch:log:mbpp/278#4:small#0,log:mbpp/278#4,mbpp/278,mbpp,small,0,340,16288322,16288423,8c343c83afdc,1,2026-09-20T02:25:20Z,1,3,1,1,1,0,2
branch:log:mbpp/278#4:small#1,log:mbpp/278#4,mbpp/278,mbpp,small,1,341,248023425,248023526,8c343c83afdc,1,2026-09-20T02:25:29Z,1,3,1,1,1,0,2
branch:log:mbpp/278#4:large#0,log:mbpp/278#4,mbpp/278,mbpp,large,0,342,578733312,578733413,8c343c83afdc,1,2026-09-20T02:25:30Z,1,3,0,1,1,0,2
branch:log:mbpp/278#4:large#1,log:mbpp/278#4,mbpp/278,mbpp,large,1,343,1371920136,1371920237,8c343c83afdc,1,2026-09-20T02:25:34Z,1,3,1,1,1,0,2
branch:log:mbpp/278#5:small#0,log:mbpp/278#5,mbpp/278,mbpp,small,0,344,234056317,234056418,8c343c83afdc,1,2026-09-20T02:25:41Z,1,3,1,1,1,0,2
branch:log:mbpp/278#5:small#1,log:mbpp/278#5,mbpp/278,mbpp,small,1,345,297326283,297326384,8c343c83afdc,1,2026-09-20T02:25:43Z,1,3,1,1,1,0,2
branch:log:mbpp/278#5:large#0,log:mbpp/278#5,mbpp/278,mbpp,large,0,346,431842934,431843035,8c343c83afdc,1,2026-09-20T02:25:45Z,1,3,1,1,1,0,2
branch:log:mbpp/278#5:large#1,log:mbpp/278#5,mbpp/278,mbpp,large,1,347,947577242,947577343,8c343c83afdc,1,2026-09-20T02:25:48Z,1,3,1,1,1,0,2
branch:log:mbpp/278#6:small#0,log:mbpp/278#6,mbpp/278,mbpp,small,0,348,460249426,460249527,8c343c83afdc,1,2026-09-20T02:25:49Z,1,3,0,1,1,0,2
branch:log:mbpp/278#6:small#1,log:mbpp/278#6,mbpp/278,mbpp,small,1,349,1983011828,1983011929,8c343c83afdc,1,2026-09-20T02:25:49Z,1,3,0,1,1,0,2
branch:log:mbpp/278#6:large#0,log:mbpp/278#6,mbpp/278,mbpp,large,0,350,1985211453,1985211554,8c343c83afdc,1,2026-09-20T02:25:57Z,1,3,1,1,1,0,2
branch:log:mbpp/278#6:large#1,log:mbpp/278#6,mbpp/278,mbpp,large,1,351,982280729,982280830,8c343c83afdc,1,2026-09-20T02:25:58Z,1,3,1,1,1,0,2
branch:log:mbpp/278#7:small#0,log:mbpp/278#7,mbpp/278,mbpp,small,0,352,1650335035,1650335136,8c343c83afdc,1,2026-09-20T02:26:00Z,1,3,1,1,1,0,2
branch:log:mbpp/278#7:small#1,log:mbpp/278#7,mbpp/278,mbpp,small,1,353,1748942987,1748943088,8c343c83afdc,1,2026-09-20T02:26:04Z,1,3,1,1,1,0,2
branch:log:mbpp/278#7:large#0,log:mbpp/278#7,mbpp/278,mbpp,large,0,354,1072896537,1072896638,8c343c83afdc,1,2026-09-20T02:26:06Z,1,3,1,1,1,0,2
branch:log:mbpp/278#7:large#1,log:mbpp/278#7,mbpp/278,mbpp,large,1,355,928071959,928072060,8c343c83afdc,1,2026-09-20T02:26:14Z,1,3,1,1,1,0,2
branch:log:mbpp/279#1:small#0,log:mbpp/279#1,mbpp/279,mbpp,small,0,356,1297888309,1297888410,8c343c83afdc,1,2026-09-20T02:26:19Z,1,3,0,1,1,0,2
branch:log:mbpp/279#1:small#1,log:mbpp/279#1,mbpp/279,mbpp,small,1,357,1626626056,1626626157,8c343c83afdc,1,2026-09-20T02:26:23Z,1,3,0,1,1,0,2
branch:log:mbpp/279#1:large#0,log:mbpp/279#1,mbpp/279,mbpp,large,0,358,1153028431,1153028532,8c343c83afdc,1,2026-09-20T02:26:24Z,1,3,0,1,1,0,2
branch:log:mbpp/279#1:large#1,log:mbpp/279#1,mbpp/279,mbpp,large,1,359,704351594,704351695,8c343c83afdc,1,2026-09-20T02:26:26Z,1,3,0,1,1,0,2
branch:log:mbpp/279#2:small#0,log:mbpp/279#2,mbpp/279,mbpp,small,0,360,1235175471,1235175572,8c343c83afdc,1,2026-09-20T02:26:26Z,1,3,0,1,1,0,2
branch:log:mbpp/279#2:small#1,log:mbpp/279#2,mbpp/279,mbpp,small,1,361,36945074,36945175,8c343c83afdc,1,2026-09-20T02:26:29Z,1,3,0,1,1,0,2
branch:log:mbpp/279#2:large#0,log:mbpp/279#2,mbpp/279,mbpp,large,0,362,585708999,585709100,8c343c83afdc,1,2026-09-20T02:26:32Z,1,3,0,1,1,0,2
branch:log:mbpp/279#2:large#1,log:mbpp/279#2,mbpp/279,mbpp,large,1,363,1513753668,1513753769,8c343c83afdc,1,2026-09-20T02:26:33Z,1,3,0,1,1,0,2
branch:log:mbpp/279#5:small#0,log:mbpp/279#5,mbpp/279,mbpp,small,0,364,1626066322,1626066423,8c343c83afdc,1,2026-09-20T02:26:40Z,1,3,0,1,1,0,2
branch:log:mbpp/279#5:small#1,log:mbpp/279#5,mbpp/279,mbpp,small,1,365,1191223696,1191223797,8c343c83afdc,1,2026-09-20T02:26:43Z,1,3,0,1,1,0,2
branch:log:mbpp/279#5:large#0,log:mbpp/279#5,mbpp/279,mbpp,large,0,366,2094004257,2094004358,8c343c83afdc,1,2026-09-20T02:26:47Z,1,3,0,1,1,0,2
branch:log:mbpp/279#5:large#1,log:mbpp/279#5,mbpp/279,mbpp,large,1,367,247954212,247954313,8c343c83afdc,1,2026-09-20T02:26:47Z,1,3,0,1,1,0,2
branch:log:mbpp/279#6:small#0,log:mbpp/279#6,mbpp/279,mbpp,small,0,368,572595184,572595285,8c343c83afdc,1,2026-09-20T02:26:48Z,1,3,0,1,1,0,2
branch:log:mbpp/279#6:small#1,log:mbpp/279#6,mbpp/279,mbpp,small,1,369,228006661,228006762,8c343c83afdc,1,2026-09-20T02:26:49Z,1,3,0,1,1,0,2
branch:log:mbpp/279#6:large#0,log:mbpp/279#6,mbpp/279,mbpp,large,0,370,553962382,553962483,8c343c83afdc,1,2026-09-20T02:26:53Z,1,3,0,1,1,0,2
branch:log:mbpp/279#6:large#1,log:mbpp/279#6,mbpp/279,mbpp,large,1,371,927963436,927963537,8c343c83afdc,1,2026-09-20T02:26:54Z,1,3,0,1,1,0,2
branch:log:mbpp/283#1:small#0,log:mbpp/283#1,mbpp/283,mbpp,small,0,372,335191842,335191943,8c343c83afdc,1,2026-09-20T02:26:56Z,1,3,0,1,1,0,2
branch:log:mbpp/283#1:small#1,log:mbpp/283#1,mbpp/283,mbpp,small,1,373,256386204,256386305,8c343c83afdc,1,2026-09-20T02:27:00Z,1,3,0,1,1,0,2
branch:log:mbpp/283#1:large#0,log:mbpp/283#1,mbpp/283,mbpp,large,0,374,273142192,273142293,8c343c83afdc,1,2026-09-20T02:27:03Z,1,3,0,1,1,0,2
branch:log:mbpp/283#1:large#1,log:mbpp/283#1,mbpp/283,mbpp,large,1,375,968739089,968739190,8c343c83afdc,1,2026-09-20T02:27:07Z,1,3,0,1,1,0,2
branch:log:mbpp/294#2:small#0,log:mbpp/294#2,mbpp/294,mbpp,small,0,376,641692025,641692126,8c343c83afdc,1,2026-09-20T02:27:08Z,1,2,1,1,1,0,1
branch:log:mbpp/294#2:small#1,log:mbpp/294#2,mbpp/294,mbpp,small,1,377,2044380362,2044380463,8c343c83afdc,1,2026-09-20T02:27:09Z,1,3,1,1,1,0,2
branch:log:mbpp/294#2:large#0,log:mbpp/294#2,mbpp/294,mbpp,large,0,378,1623158686,1623158787,8c343c83afdc,1,2026-09-20T02:27:15Z,1,3,1,1,1,0,2
branch:log:mbpp/294#2:large#1,log:mbpp/294#2,mbpp/294,mbpp,large,1,379,1554954413,1554954514,8c343c83afdc,1,2026-09-20T02:27:15Z,1,2,1,1,1,0,1
branch:log:mbpp/294#3:small#0,log:mbpp/294#3,mbpp/294,mbpp,small,0,380,665554591,665554692,8c343c83afdc,1,2026-09-20T02:27:17Z,1,3,0,1,1,0,2
branch:log:mbpp/294#3:small#1,log:mbpp/294#3,mbpp/294,mbpp,small,1,381,1835818783,1835818884,8c343c83afdc,1,2026-09-20T02:27:21Z,1,2,0,1,1,0,1
branch:log:mbpp/294#3:large#0,log:mbpp/294#3,mbpp/294,mbpp,large,0,382,1437574498,1437574599,8c343c83afdc,1,2026-09-20T02:27:25Z,1,2,0,1,1,0,1
branch:log:mbpp/294#3:large#1,log:mbpp/294#3,mbpp/294,mbpp,large,1,383,1622964406,1622964507,8c343c83afdc,1,2026-09-20T02:27:26Z,1,2,0,1,1,0,1
branch:log:mbpp/294#4:small#0,log:mbpp/294#4,mbpp/294,mbpp,small,0,384,1744507173,1744507274,8c343c83afdc,1,2026-09-20T02:27:26Z,1,3,0,1,1,0,2
branch:log:mbpp/294#4:small#1,log:mbpp/294#4,mbpp/294,mbpp,small,1,385,1875319735,1875319836,8c343c83afdc,1,2026-09-20T02:27:29Z,1,3,0,1,1,0,2
branch:log:mbpp/294#4:large#0,log:mbpp/294#4,mbpp/294,mbpp,large,0,386,1497574707,1497574808,8c343c83afdc,1,2026-09-20T02:27:34Z,1,3,0,1,1,0,2
branch:log:mbpp/294#4:large#1,log:mbpp/294#4,mbpp/294,mbpp,large,1,387,233524642,233524743,8c343c83afdc,1,2026-09-20T02:27:35Z,1,3,0,1,1,0,2
branch:log:mbpp/296#2:small#0,log:mbpp/296#2,mbpp/296,mbpp,small,0,388,693473082,693473183,8c343c83afdc,1,2026-09-20T02:27:39Z,1,3,0,1,1,0,2
branch:log:mbpp/296#2:small#1,log:mbpp/296#2,mbpp/296,mbpp,small,1,389,598355303,598355404,8c343c83afdc,1,2026-09-20T02:27:44Z,1,3,0,1,1,0,2
branch:log:mbpp/296#2:large#0,log:mbpp/296#2,mbpp/296,mbpp,large,0,390,956031056,956031157,8c343c83afdc,1,2026-09-20T02:27:51Z,1,3,0,1,1,0,2
branch:log:mbpp/296#2:large#1,log:mbpp/296#2,mbpp/296,mbpp,large,1,391,708262968,708263069,8c343c83afdc,1,2026-09-20T02:27:56Z,1,3,0,1,1,0,2
branch:log:mbpp/300#7:small#0,log:mbpp/300#7,mbpp/300,mbpp,small,0,392,1272598788,1272598889,8c343c83afdc,1,2026-09-20T02:28:06Z,1,3,0,1,1,0,2
branch:log:mbpp/300#7:small#1,log:mbpp/300#7,mbpp/300,mbpp,small,1,393,1831561846,1831561947,8c343c83afdc,1,2026-09-20T02:28:12Z,1,3,0,1,1,0,2
branch:log:mbpp/300#7:large#0,log:mbpp/300#7,mbpp/300,mbpp,large,0,394,1963911195,1963911296,8c343c83afdc,1,2026-09-20T02:28:18Z,1,3,0,1,1,0,2
branch:log:mbpp/300#7:large#1,log:mbpp/300#7,mbpp/300,mbpp,large,1,395,345153914,345154015,8c343c83afdc,1,2026-09-20T02:28:21Z,1,3,0,1,1,0,2
branch:log:mbpp/304#5:small#0,log:mbpp/304#5,mbpp/304,mbpp,small,0,396,212044933,212045034,8c343c83afdc,1,2026-09-20T02:28:32Z,1,3,0,1,1,0,2
branch:log:mbpp/304#5:small#1,log:mbpp/304#5,mbpp/304,mbpp,small,1,397,1359904047,1359904148,8c343c83afdc,1,2026-09-20T02:28:37Z,1,3,0,1,1,0,2
branch:log:mbpp/304#5:large#0,log:mbpp/304#5,mbpp/304,mbpp,large,0,398,1942231223,1942231324,8c343c83afdc,1,2026-09-20T02:28:37Z,1,3,0,1,1,0,2
branch:log:mbpp/304#5:large#1,log:mbpp/304#5,mbpp/304,mbpp,large,1,399,1862602404,1862602505,8c343c83afdc,1,2026-09-20T02:28:42Z,1,3,0,1,1,0,2
branch:log:mbpp/304#6:small#0,log:mbpp/304#6,mbpp/304,mbpp,small,0,400,2120432782,2120432883,8c343c83afdc,1,2026-09-20T02:28:42Z,1,3,0,1,1,0,2
branch:log:mbpp/304#6:small#1,log:mbpp/304#6,mbpp/304,mbpp,small,1,401,393037418,393037519,8c343c83afdc,1,2026-09-20T02:28:48Z,1,3,0,1,1,0,2
branch:log:mbpp/304#6:large#0,log:mbpp/304#6,mbpp/304,mbpp,large,0,402,1991076360,1991076461,8c343c83afdc,1,2026-09-20T02:28:56Z,1,2,0,1,1,0,1
branch:log:mbpp/304#6:large#1,log:mbpp/304#6,mbpp/304,mbpp,large,1,403,1568678631,1568678732,8c343c83afdc,1,2026-09-20T02:28:56Z,1,2,0,1,1,0,1
branch:log:mbpp/304#7:small#0,log:mbpp/304#7,mbpp/304,mbpp,small,0,404,79393896,79393997,8c343c83afdc,1,2026-09-20T02:28:57Z,1,3,0,1,1,0,2
branch:log:mbpp/304#7:small#1,log:mbpp/304#7,mbpp/304,mbpp,small,1,405,377579779,377579880,8c343c83afdc,1,2026-09-20T02:29:02Z,1,3,0,1,1,0,2
branch:log:mbpp/304#7:large#0,log:mbpp/304#7,mbpp/304,mbpp,large,0,406,1002205904,1002206005,8c343c83afdc,1,2026-09-20T02:29:05Z,1,3,0,1,1,0,2
branch:log:mbpp/304#7:large#1,log:mbpp/304#7,mbpp/304,mbpp,large,1,407,1799141499,1799141600,8c343c83afdc,1,2026-09-20T02:29:10Z,1,3,0,1,1,0,2
branch:log:mbpp/308#4:small#0,log:mbpp/308#4,mbpp/308,mbpp,small,0,408,1439196436,1439196537,8c343c83afdc,1,2026-09-20T02:29:10Z,1,3,0,1,1,0,2
branch:log:mbpp/308#4:small#1,log:mbpp/308#4,mbpp/308,mbpp,small,1,409,1938326,1938427,8c343c83afdc,1,2026-09-20T02:29:12Z,1,3,0,1,1,0,2
branch:log:mbpp/308#4:large#0,log:mbpp/308#4,mbpp/308,mbpp,large,0,410,1831469997,1831470098,8c343c83afdc,1,2026-09-20T02:29:28Z,1,3,0,1,1,0,2
branch:log:mbpp/308#4:large#1,log:mbpp/308#4,mbpp/308,mbpp,large,1,411,494045575,494045676,8c343c83afdc,1,2026-09-20T02:29:30Z,1,3,0,1,1,0,2
branch:log:mbpp/388#1:small#0,log:mbpp/388#1,mbpp/388,mbpp,small,0,412,820926797,820926898,8c343c83afdc,1,2026-09-20T02:29:33Z,1,3,0,1,1,0,2
branch:log:mbpp/388#1:small#1,log:mbpp/388#1,mbpp/388,mbpp,small,1,413,362411946,362412047,8c343c83afdc,1,2026-09-20T02:29:34Z,1,3,0,1,1,0,2
branch:log:mbpp/388#1:large#0,log:mbpp/388#1,mbpp/388,mbpp,large,0,414,1825940999,1825941100,8c343c83afdc,1,2026-09-20T02:29:40Z,1,3,0,1,1,0,2
branch:log:mbpp/388#1:large#1,log:mbpp/388#1,mbpp/388,mbpp,large,1,415,171512002,171512103,8c343c83afdc,1,2026-09-20T02:29:41Z,1,3,1,1,1,0,2
branch:log:mbpp/388#5:small#0,log:mbpp/388#5,mbpp/388,mbpp,small,0,416,6938481,6938582,8c343c83afdc,1,2026-09-20T02:29:51Z,1,2,1,1,1,0,1
branch:log:mbpp/388#5:small#1,log:mbpp/388#5,mbpp/388,mbpp,small,1,417,1375905592,1375905693,8c343c83afdc,1,2026-09-20T02:29:54Z,1,3,0,1,1,0,2
branch:log:mbpp/388#5:large#0,log:mbpp/388#5,mbpp/388,mbpp,large,0,418,1552203748,1552203849,8c343c83afdc,1,2026-09-20T02:29:59Z,1,2,1,1,1,0,1
branch:log:mbpp/388#5:large#1,log:mbpp/388#5,mbpp/388,mbpp,large,1,419,1003954412,1003954513,8c343c83afdc,1,2026-09-20T02:29:59Z,1,2,1,1,1,0,1
branch:log:mbpp/388#7:small#0,log:mbpp/388#7,mbpp/388,mbpp,small,0,420,920795474,920795575,8c343c83afdc,1,2026-09-20T02:30:04Z,1,3,0,1,1,0,2
branch:log:mbpp/388#7:small#1,log:mbpp/388#7,mbpp/388,mbpp,small,1,421,1550947707,1550947808,8c343c83afdc,1,2026-09-20T02:30:05Z,1,3,0,1,1,0,2
branch:log:mbpp/388#7:large#0,log:mbpp/388#7,mbpp/388,mbpp,large,0,422,1368322525,1368322626,8c343c83afdc,1,2026-09-20T02:30:09Z,1,2,1,1,1,0,1
branch:log:mbpp/388#7:large#1,log:mbpp/388#7,mbpp/388,mbpp,large,1,423,531911197,531911298,8c343c83afdc,1,2026-09-20T02:30:09Z,1,2,1,1,1,0,1
branch:log:mbpp/392#6:small#0,log:mbpp/392#6,mbpp/392,mbpp,small,0,424,1347661140,1347661241,8c343c83afdc,1,2026-09-20T02:30:09Z,1,3,0,1,1,0,2
branch:log:mbpp/392#6:small#1,log:mbpp/392#6,mbpp/392,mbpp,small,1,425,1991573645,1991573746,8c343c83afdc,1,2026-09-20T02:30:16Z,1,3,0,1,1,0,2
branch:log:mbpp/392#6:large#0,log:mbpp/392#6,mbpp/392,mbpp,large,0,426,2011841878,2011841979,8c343c83afdc,1,2026-09-20T02:30:17Z,1,3,0,1,1,0,2
branch:log:mbpp/392#6:large#1,log:mbpp/392#6,mbpp/392,mbpp,large,1,427,1896745323,1896745424,8c343c83afdc,1,2026-09-20T02:30:17Z,1,2,0,1,1,0,1
