prefix_episode_id,task_uid,benchmark,run,log_run_order,log_start_utc,a0_block,a0_realized,u0,first_visible_passed,first_hidden_success,n_decisions,stop_reason,a_t1,u_t1,p_large_t1,a_t2,u_t2,p_large_t2,log_success,W_i1,W_i0,sampled,inclusion_probability,branch_small_runs,branch_large_runs,prefix_contrast_D,invocation_small,invocation_large
log:mbpp/746#4,mbpp/746,mbpp,4,3753,2026-09-19T21:26:00Z,0,0,0.75,0,0,2,validated,1,0.06673272042450085,0.5,,,,1,2.0,0.0,1,0.3546099290780142,"[0, 0]","[1, 1]",1.0,8c343c83afdc,8c343c83afdc
log:mbpp/746#5,mbpp/746,mbpp,5,361,2026-09-19T19:18:56Z,0,0,0.75,0,0,3,validated,0,0.854229735066369,0.5,1,0.20509013152368194,0.5,0,0.0,0.0,1,0.3546099290780142,"[0, 0]","[1, 1]",1.0,8c343c83afdc,8c343c83afdc
log:mbpp/750#1,mbpp/750,mbpp,1,1979,2026-09-19T20:19:18Z,1,1,0.25,0,0,3,horizon,1,0.1360250482266031,0.5,1,0.17368585433414896,0.5,0,4.0,0.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/750#3,mbpp/750,mbpp,3,1607,2026-09-19T20:06:49Z,1,1,0.25,0,0,3,horizon,1,0.3807823897390893,0.5,0,0.6579539558581954,0.5,0,0.0,0.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/750#4,mbpp/750,mbpp,4,2457,2026-09-19T20:37:22Z,1,1,0.25,0,0,3,horizon,1,0.06095140790735032,0.5,1,0.42852152630552653,0.5,0,4.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/750#7,mbpp/750,mbpp,7,3244,2026-09-19T21:06:26Z,1,1,0.25,0,0,3,horizon,1,0.2330961562577295,0.5,0,0.7717740906419335,0.5,0,0.0,0.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/751#0,mbpp/751,mbpp,0,3867,2026-09-19T21:29:36Z,0,0,0.75,0,0,3,horizon,1,0.05813435323541738,0.5,0,0.8776617343175411,0.5,0,0.0,0.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/751#1,mbpp/751,mbpp,1,736,2026-09-19T19:33:47Z,0,0,0.75,0,0,3,validated,0,0.9355950808561706,0.5,1,0.17422267663102353,0.5,1,0.0,0.0,1,0.3546099290780142,"[0, 0]","[1, 1]",1.0,8c343c83afdc,8c343c83afdc
log:mbpp/751#2,mbpp/751,mbpp,2,2861,2026-09-19T20:51:47Z,0,0,0.75,0,0,2,validated,1,0.1409659546099381,0.5,,,,1,2.0,0.0,1,0.3546099290780142,"[0, 0]","[0, 1]",0.5,8c343c83afdc,8c343c83afdc
log:mbpp/752#0,mbpp/752,mbpp,0,128,2026-09-19T19:09:11Z,1,1,0.25,0,0,3,horizon,0,0.817492114601633,0.5,1,0.34583582057612516,0.5,0,0.0,0.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/752#1,mbpp/752,mbpp,1,4217,2026-09-19T21:44:34Z,1,1,0.25,0,0,3,horizon,1,0.3250062910842494,0.5,0,0.7533561520519054,0.5,0,0.0,0.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/752#2,mbpp/752,mbpp,2,2882,2026-09-19T20:52:24Z,0,0,0.75,0,0,3,horizon,1,0.0014667006811964756,0.5,1,0.28873518757267136,0.5,0,4.0,0.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/752#3,mbpp/752,mbpp,3,4045,2026-09-19T21:37:48Z,1,1,0.25,0,0,3,horizon,0,0.7940802323964685,0.5,0,0.8439779060287528,0.5,0,0.0,4.0,0,0.3546099290780142,,,,,
log:mbpp/752#4,mbpp/752,mbpp,4,1542,2026-09-19T20:04:32Z,0,0,0.75,0,0,3,horizon,1,0.3672850959339252,0.5,1,0.3533956342377387,0.5,0,4.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/752#5,mbpp/752,mbpp,5,473,2026-09-19T19:23:14Z,0,0,0.75,0,0,3,horizon,1,0.1294272012230816,0.5,1,0.0789241863543022,0.5,0,4.0,0.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/752#6,mbpp/752,mbpp,6,1903,2026-09-19T20:16:32Z,0,0,0.75,0,0,3,horizon,0,0.6170482766088592,0.5,1,0.38950443822200687,0.5,0,0.0,0.0,1,0.3546099290780142,"[1, 0]","[0, 0]",-0.5,8c343c83afdc,8c343c83afdc
log:mbpp/752#7,mbpp/752,mbpp,7,1748,2026-09-19T20:11:04Z,1,1,0.25,0,0,3,horizon,0,0.9168532080753742,0.5,1,0.3244449902802985,0.5,0,0.0,0.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/754#2,mbpp/754,mbpp,2,644,2026-09-19T19:30:48Z,0,0,0.75,0,0,3,horizon,0,0.8796278076859319,0.5,0,0.5918791431192668,0.5,0,0.0,4.0,1,0.3546099290780142,"[0, 0]","[1, 0]",0.5,8c343c83afdc,8c343c83afdc
log:mbpp/757#1,mbpp/757,mbpp,1,2319,2026-09-19T20:32:37Z,1,1,0.25,0,0,3,horizon,1,0.25791826020361475,0.5,0,0.8714198085537903,0.5,0,0.0,0.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/757#2,mbpp/757,mbpp,2,815,2026-09-19T19:38:10Z,1,1,0.25,0,0,3,horizon,1,0.34367966539277106,0.5,1,0.31424012014652847,0.5,0,4.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/758#2,mbpp/758,mbpp,2,438,2026-09-19T19:21:48Z,1,1,0.25,0,0,3,validated,1,0.04712172490468303,0.5,0,0.8380293753992609,0.5,1,0.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/758#6,mbpp/758,mbpp,6,4435,2026-09-19T21:53:01Z,0,0,0.75,0,0,3,validated,0,0.6439572974085144,0.5,1,0.24267544006832098,0.5,1,0.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/77#5,mbpp/77,mbpp,5,3214,2026-09-19T21:05:15Z,0,0,0.75,0,0,3,validated,0,0.9793055523020524,0.5,0,0.662855882479022,0.5,1,0.0,4.0,1,0.3546099290780142,"[0, 0]","[1, 1]",1.0,8c343c83afdc,8c343c83afdc
log:mbpp/77#7,mbpp/77,mbpp,7,562,2026-09-19T19:27:04Z,0,0,0.75,0,0,2,validated,0,0.6229994137677317,0.5,,,,1,0.0,2.0,1,0.3546099290780142,"[1, 1]","[0, 0]",-1.0,8c343c83afdc,8c343c83afdc
log:mbpp/775#1,mbpp/775,mbpp,1,2287,2026-09-19T20:30:59Z,0,0,0.75,0,0,2,validated,1,0.43176077688507153,0.5,,,,1,2.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/788#0,mbpp/788,mbpp,0,1927,2026-09-19T20:17:12Z,0,0,0.75,0,0,3,horizon,1,0.443632177958284,0.5,1,0.3571264889234702,0.5,0,4.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/788#1,mbpp/788,mbpp,1,3087,2026-09-19T20:59:54Z,0,0,0.75,0,0,3,horizon,1,0.3254416241989718,0.5,0,0.6151830422728785,0.5,0,0.0,0.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/788#6,mbpp/788,mbpp,6,4350,2026-09-19T21:49:48Z,0,0,0.75,0,0,3,validated,1,0.01407021618438975,0.5,1,0.14580619931297545,0.5,1,4.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/788#7,mbpp/788,mbpp,7,561,2026-09-19T19:27:03Z,0,0,0.75,0,0,3,horizon,1,0.12313596634104007,0.5,0,0.8422380595874893,0.5,0,0.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/790#3,mbpp/790,mbpp,3,476,2026-09-19T19:23:22Z,0,0,0.75,0,0,3,horizon,0,0.8498697432975572,0.5,0,0.6467216283365947,0.5,0,0.0,4.0,0,0.3546099290780142,,,,,
log:mbpp/800#1,mbpp/800,mbpp,1,3518,2026-09-19T21:17:27Z,1,1,0.25,0,1,3,validated,0,0.5303865945411294,0.5,1,0.17415630143745564,0.5,1,0.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/800#2,mbpp/800,mbpp,2,2606,2026-09-19T20:42:43Z,1,1,0.25,0,1,3,validated,0,0.9151347883312342,0.5,1,0.04613131852937569,0.5,1,0.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/800#3,mbpp/800,mbpp,3,2190,2026-09-19T20:28:00Z,0,0,0.75,0,1,3,validated,0,0.642739546908693,0.5,0,0.5290342803235394,0.5,1,0.0,4.0,0,0.3546099290780142,,,,,
log:mbpp/800#4,mbpp/800,mbpp,4,3500,2026-09-19T21:16:44Z,1,1,0.25,0,1,3,validated,0,0.5474722626987266,0.5,0,0.6953225097728746,0.5,1,0.0,4.0,1,0.3546099290780142,"[0, 1]","[1, 1]",0.5,8c343c83afdc,8c343c83afdc
log:mbpp/800#5,mbpp/800,mbpp,5,983,2026-09-19T19:44:34Z,0,0,0.75,0,1,2,validated,1,0.07919865327433862,0.5,,,,1,2.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/800#6,mbpp/800,mbpp,6,418,2026-09-19T19:20:58Z,1,1,0.25,0,1,3,validated,0,0.9978113936695574,0.5,1,0.212547098852641,0.5,1,0.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/800#7,mbpp/800,mbpp,7,1544,2026-09-19T20:04:36Z,0,0,0.75,0,1,3,validated,0,0.9264619515468873,0.5,0,0.8550585143781689,0.5,1,0.0,4.0,0,0.3546099290780142,,,,,
log:mbpp/802#0,mbpp/802,mbpp,0,3792,2026-09-19T21:27:11Z,1,1,0.25,0,0,3,horizon,1,0.4406136712523393,0.5,1,0.35121523107675134,0.5,0,4.0,0.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/802#1,mbpp/802,mbpp,1,1022,2026-09-19T19:46:11Z,1,1,0.25,0,0,3,horizon,1,0.21227118919202403,0.5,0,0.7156665354264155,0.5,0,0.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/802#2,mbpp/802,mbpp,2,3488,2026-09-19T21:16:12Z,1,1,0.25,0,0,3,horizon,0,0.6323347847377596,0.5,1,0.3608132041543626,0.5,0,0.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/802#3,mbpp/802,mbpp,3,3280,2026-09-19T21:08:09Z,0,0,0.75,0,0,3,horizon,0,0.7741576139589241,0.5,0,0.5144910420419538,0.5,0,0.0,4.0,0,0.3546099290780142,,,,,
log:mbpp/802#4,mbpp/802,mbpp,4,163,2026-09-19T19:10:38Z,1,1,0.25,0,0,3,horizon,1,0.40144229338444404,0.5,0,0.5866447703585118,0.5,0,0.0,0.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/802#5,mbpp/802,mbpp,5,3514,2026-09-19T21:17:17Z,0,0,0.75,0,0,3,horizon,0,0.502679905869555,0.5,0,0.7066090260003438,0.5,0,0.0,4.0,0,0.3546099290780142,,,,,
log:mbpp/802#6,mbpp/802,mbpp,6,4029,2026-09-19T21:36:45Z,0,0,0.75,0,0,3,horizon,0,0.7483585898465831,0.5,0,0.7642563172780826,0.5,0,0.0,4.0,0,0.3546099290780142,,,,,
log:mbpp/802#7,mbpp/802,mbpp,7,280,2026-09-19T19:15:57Z,0,0,0.75,0,0,3,horizon,1,0.09123168594883735,0.5,1,0.06877041800960448,0.5,0,4.0,0.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/805#4,mbpp/805,mbpp,4,4312,2026-09-19T21:48:23Z,0,0,0.75,0,0,2,validated,1,0.32996814756284265,0.5,,,,1,2.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/805#6,mbpp/805,mbpp,6,2257,2026-09-19T20:30:16Z,0,0,0.75,0,0,2,validated,1,0.011789611814524537,0.5,,,,1,2.0,0.0,1,0.3546099290780142,"[0, 0]","[1, 1]",1.0,8c343c83afdc,8c343c83afdc
log:mbpp/808#1,mbpp/808,mbpp,1,3007,2026-09-19T20:57:24Z,0,0,0.75,0,0,2,validated,0,0.643519800604734,0.5,,,,1,0.0,2.0,0,0.3546099290780142,,,,,
log:mbpp/808#4,mbpp/808,mbpp,4,2053,2026-09-19T20:22:25Z,0,0,0.75,0,0,3,horizon,1,0.15853622838064219,0.5,0,0.6780013736220151,0.5,0,0.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/808#6,mbpp/808,mbpp,6,1551,2026-09-19T20:04:57Z,0,0,0.75,0,0,3,horizon,1,0.27426429752339954,0.5,0,0.8947382007817182,0.5,0,0.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/85#1,mbpp/85,mbpp,1,1134,2026-09-19T19:50:02Z,0,0,0.75,0,1,2,validated,0,0.8500118209458281,0.5,,,,1,0.0,2.0,1,0.3546099290780142,"[1, 1]","[1, 1]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/86#5,mbpp/86,mbpp,5,785,2026-09-19T19:36:51Z,0,0,0.75,0,0,3,horizon,0,0.7850097629846164,0.5,1,0.3692726309516552,0.5,0,0.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/86#7,mbpp/86,mbpp,7,898,2026-09-19T19:41:07Z,0,0,0.75,0,0,3,horizon,0,0.7063550058436362,0.5,0,0.5980942083154139,0.5,0,0.0,4.0,0,0.3546099290780142,,,,,
log:mbpp/89#0,mbpp/89,mbpp,0,3057,2026-09-19T20:58:56Z,0,0,0.75,0,1,2,validated,0,0.9830191363998623,0.5,,,,1,0.0,2.0,0,0.3546099290780142,,,,,
log:mbpp/89#1,mbpp/89,mbpp,1,1833,2026-09-19T20:14:30Z,1,1,0.25,0,0,3,horizon,0,0.9826909177259019,0.5,1,0.49914457209661833,0.5,0,0.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/89#3,mbpp/89,mbpp,3,36,2026-09-19T19:06:15Z,1,1,0.25,0,0,3,horizon,0,0.7216305445715515,0.5,0,0.55310028631083,0.5,0,0.0,4.0,0,0.3546099290780142,,,,,
log:mbpp/89#4,mbpp/89,mbpp,4,2538,2026-09-19T20:40:07Z,1,1,0.25,0,0,3,horizon,0,0.7369752471630725,0.5,0,0.6337997280920198,0.5,0,0.0,4.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/89#5,mbpp/89,mbpp,5,3923,2026-09-19T21:32:00Z,0,0,0.75,0,1,3,validated,1,0.09277085721471667,0.5,1,0.43740096714123444,0.5,1,4.0,0.0,1,0.3546099290780142,"[1, 1]","[1, 1]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/89#6,mbpp/89,mbpp,6,4004,2026-09-19T21:35:03Z,0,0,0.75,0,0,3,horizon,1,0.4302214397426153,0.5,1,0.24774231562997096,0.5,1,4.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/89#7,mbpp/89,mbpp,7,2807,2026-09-19T20:49:35Z,0,0,0.75,0,0,2,validated,1,0.48874469271599175,0.5,,,,1,2.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/91#5,mbpp/91,mbpp,5,3650,2026-09-19T21:22:14Z,0,0,0.75,0,0,2,validated,1,0.2949289694993603,0.5,,,,0,2.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/92#1,mbpp/92,mbpp,1,1989,2026-09-19T20:19:51Z,1,1,0.25,0,0,2,validated,1,0.2674375508299728,0.5,,,,1,2.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/92#3,mbpp/92,mbpp,3,140,2026-09-19T19:09:36Z,0,0,0.75,0,0,3,horizon,1,0.3772636797698995,0.5,0,0.8806513448018984,0.5,0,0.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/92#4,mbpp/92,mbpp,4,810,2026-09-19T19:37:52Z,0,0,0.75,0,0,2,validated,1,0.0969613276113761,0.5,,,,1,2.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/92#5,mbpp/92,mbpp,5,3480,2026-09-19T21:16:02Z,0,0,0.75,0,0,3,horizon,1,0.4333261582179745,0.5,0,0.9392560226693519,0.5,0,0.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/92#6,mbpp/92,mbpp,6,3851,2026-09-19T21:29:12Z,0,0,0.75,0,0,3,horizon,0,0.8742116284257297,0.5,0,0.8594737037489968,0.5,0,0.0,4.0,1,0.3546099290780142,"[0, 0]","[0, 0]",0.0,8c343c83afdc,8c343c83afdc
log:mbpp/92#7,mbpp/92,mbpp,7,3903,2026-09-19T21:31:12Z,1,1,0.25,0,0,3,horizon,0,0.931906781031332,0.5,1,0.17964531569570574,0.5,0,0.0,0.0,0,0.3546099290780142,,,,,
log:mbpp/98#0,mbpp/98,mbpp,0,3323,2026-09-19T21:10:04Z,0,0,0.75,0,0,3,horizon,0,0.7478468098604268,0.5,0,0.8069026044577348,0.5,0,0.0,4.0,0,0.3546099290780142,,,,,
