n,horizon,floor,policy,q_spec,behavior,method,bias,bias_mc_se,rmse,coverage_95,coverage_mc_se
1000,5,0.05,always_large,correct,known,ipw,-0.005936286259630904,0.006871811609014675,0.21727819147248842,0.831,0.011850696182081458
1000,5,0.05,always_large,correct,known,gcomp,-0.00025546746114104494,0.0005907242127422095,0.01867274495215112,,
1000,5,0.05,always_large,correct,known,dr,-0.004918184491947106,0.0030123631118720525,0.09533858465986653,0.9,0.009486832980505136
1000,5,0.05,always_large,misspecified,known,ipw,-0.005936286259630904,0.006871811609014675,0.21727819147248842,0.831,0.011850696182081458
1000,5,0.05,always_large,misspecified,known,gcomp,-0.058720597671405556,0.0005733164697032595,0.061453003779682366,,
1000,5,0.05,always_large,misspecified,known,dr,-0.005684624205757222,0.003073612104943861,0.0973137155422937,0.937,0.007683163410991592
1000,5,0.05,always_large,correct,misspecified,ipw,0.2768386532180797,0.0051498950878805455,0.32114566463267125,0.625,0.015309310892394862
1000,5,0.05,always_large,correct,misspecified,gcomp,-0.00025546746114104494,0.0005907242127422095,0.01867274495215112,,
1000,5,0.05,always_large,correct,misspecified,dr,-0.003930601327231252,0.0035810035805034285,0.11325287053195794,0.968,0.005565608681896351
1000,5,0.05,always_large,misspecified,misspecified,ipw,0.2768386532180797,0.0051498950878805455,0.32114566463267125,0.625,0.015309310892394862
1000,5,0.05,always_large,misspecified,misspecified,gcomp,-0.058720597671405556,0.0005733164697032595,0.061453003779682366,,
1000,5,0.05,always_large,misspecified,misspecified,dr,-0.013001952041126625,0.0036661463964997323,0.11660291389175127,0.962,0.006046155803483734
1000,5,0.05,fixed_switch,correct,known,ipw,-7.865083025080066e-05,0.004203422419951495,0.13285743286118176,0.921,0.008529888627643386
1000,5,0.05,fixed_switch,correct,known,gcomp,-0.0003479079485858376,0.0005782612278069124,0.018280391174093136,,
1000,5,0.05,fixed_switch,correct,known,dr,2.3390763017324235e-05,0.0021970236888152195,0.06944124655601895,0.945,0.007209368904418752
1000,5,0.05,fixed_switch,misspecified,known,ipw,-7.865083025080066e-05,0.004203422419951495,0.13285743286118176,0.921,0.008529888627643386
1000,5,0.05,fixed_switch,misspecified,known,gcomp,-0.05216246798912205,0.0005733164697032592,0.055220341807840675,,
1000,5,0.05,fixed_switch,misspecified,known,dr,-0.00023908947300930428,0.0022758348302832723,0.07193262065524837,0.946,0.0071473071852271785
1000,5,0.05,fixed_switch,correct,misspecified,ipw,0.32648986290036314,0.005412273033161861,0.36859060929817994,0.497,0.01581110369329099
1000,5,0.05,fixed_switch,correct,misspecified,gcomp,-0.0003479079485858376,0.0005782612278069124,0.018280391174093136,,
1000,5,0.05,fixed_switch,correct,misspecified,dr,0.0006709910537664332,0.0030414524987713394,0.09613341301532145,0.956,0.006485676526007139
1000,5,0.05,fixed_switch,misspecified,misspecified,ipw,0.32648986290036314,0.005412273033161861,0.36859060929817994,0.497,0.01581110369329099
1000,5,0.05,fixed_switch,misspecified,misspecified,gcomp,-0.05216246798912205,0.0005733164697032592,0.055220341807840675,,
1000,5,0.05,fixed_switch,misspecified,misspecified,dr,-0.01359743007316132,0.0031603752183743763,0.10081107902402635,0.957,0.006414904519944161
1000,5,0.05,failure_escalation,correct,known,ipw,0.0008286708889385396,0.0020827073936453945,0.06583326752410078,0.942,0.007391616873188169
1000,5,0.05,failure_escalation,correct,known,gcomp,-0.0002810441249633584,0.0006438331487458504,0.020351550017154687,,
1000,5,0.05,failure_escalation,correct,known,dr,-0.0023767129506286956,0.0015013910315716293,0.04751388869692443,0.951,0.006826346021115546
1000,5,0.05,failure_escalation,misspecified,known,ipw,0.0008286708889385396,0.0020827073936453945,0.06583326752410078,0.942,0.007391616873188169
1000,5,0.05,failure_escalation,misspecified,known,gcomp,0.011792169614962458,0.000540858669219626,0.020767542854126932,,
1000,5,0.05,failure_escalation,misspecified,known,dr,-0.0019745486429152653,0.0015078565746067293,0.04769965052784342,0.945,0.007209368904418752
1000,5,0.05,failure_escalation,correct,misspecified,ipw,1.3436115729863392,0.0075989232281945315,1.3649095023687798,0.0,0.0
1000,5,0.05,failure_escalation,correct,misspecified,gcomp,-0.0002810441249633584,0.0006438331487458504,0.020351550017154687,,
1000,5,0.05,failure_escalation,correct,misspecified,dr,-0.009198338128768998,0.005132233918899908,0.16247490451648086,0.972,0.005216895628628201
1000,5,0.05,failure_escalation,misspecified,misspecified,ipw,1.3436115729863392,0.0075989232281945315,1.3649095023687798,0.0,0.0
1000,5,0.05,failure_escalation,misspecified,misspecified,gcomp,0.011792169614962458,0.000540858669219626,0.020767542854126932,,
1000,5,0.05,failure_escalation,misspecified,misspecified,dr,-0.14881229565665,0.005438729754839864,0.22736600648170016,0.863,0.010873407929439602
1000,5,0.05,soft_escalation,correct,known,ipw,-0.0004648438484144128,0.001239860381430049,0.0391909758934099,0.942,0.007391616873188169
1000,5,0.05,soft_escalation,correct,known,gcomp,-0.0003917507051678908,0.0005894477258907283,0.018634769694074377,,
1000,5,0.05,soft_escalation,correct,known,dr,-0.0015991251055378463,0.000939246160462573,0.02972975559430153,0.949,0.006956938982052382
1000,5,0.05,soft_escalation,misspecified,known,ipw,-0.0004648438484144128,0.001239860381430049,0.0391909758934099,0.942,0.007391616873188169
1000,5,0.05,soft_escalation,misspecified,known,gcomp,0.015492855158373061,0.0005352125482726032,0.02293893154257521,,
1000,5,0.05,soft_escalation,misspecified,known,dr,-0.001475903453517158,0.0009427696544436802,0.02983461241113449,0.944,0.007270763371201131
1000,5,0.05,soft_escalation,correct,misspecified,ipw,0.9563378259983101,0.0044203980516503245,0.9664897394443838,0.0,0.0
1000,5,0.05,soft_escalation,correct,misspecified,gcomp,-0.0003917507051678908,0.0005894477258907283,0.018634769694074377,,
1000,5,0.05,soft_escalation,correct,misspecified,dr,-0.005540277041590999,0.0029043953497505195,0.09196614325392997,0.98,0.0044271887242357325
1000,5,0.05,soft_escalation,misspecified,misspecified,ipw,0.9563378259983101,0.0044203980516503245,0.9664897394443838,0.0,0.0
1000,5,0.05,soft_escalation,misspecified,misspecified,gcomp,0.015492855158373061,0.0005352125482726032,0.02293893154257521,,
1000,5,0.05,soft_escalation,misspecified,misspecified,dr,-0.09029458630665152,0.003109925603914216,0.1334731356524925,0.884,0.010126401137620413
1000,5,0.2,always_small,correct,known,ipw,-0.002047333112193229,0.008133035998146996,0.25706870646867935,0.739,0.013888088421377507
1000,5,0.2,always_small,correct,known,gcomp,-0.0012055640353549211,0.0009541581907452768,0.03018212748890765,,
1000,5,0.2,always_small,correct,known,dr,-0.0002520463618115589,0.007428548644940662,0.23479398451120503,0.916,0.008771772910877251
1000,5,0.2,always_small,misspecified,known,ipw,-0.002047333112193229,0.008133035998146996,0.25706870646867935,0.739,0.013888088421377507
1000,5,0.2,always_small,misspecified,known,gcomp,0.13056814859633858,0.0008171153370223615,0.1330979009015496,,
1000,5,0.2,always_small,misspecified,known,dr,-0.0004639109741582161,0.00808491750929552,0.25554009559044366,0.868,0.010704017937204702
1000,5,0.2,always_small,correct,misspecified,ipw,0.005838982759063393,0.0032295889281214484,0.10224435495253828,0.903,0.009359006357514668
1000,5,0.2,always_small,correct,misspecified,gcomp,-0.0012055640353549211,0.0009541581907452768,0.03018212748890765,,
1000,5,0.2,always_small,correct,misspecified,dr,-0.00012591152764381474,0.0022594791542571435,0.07141538108969836,0.916,0.008771772910877251
1000,5,0.2,always_small,misspecified,misspecified,ipw,0.005838982759063393,0.0032295889281214484,0.10224435495253828,0.903,0.009359006357514668
1000,5,0.2,always_small,misspecified,misspecified,gcomp,0.13056814859633858,0.0008171153370223615,0.1330979009015496,,
1000,5,0.2,always_small,misspecified,misspecified,dr,0.11005330892823649,0.002271029375332924,0.131393103530038,0.596,0.015517216245190372
1000,5,0.2,always_large,correct,known,ipw,-0.006253034273689527,0.006869307760479009,0.21720796982775953,0.836,0.011709141727727102
1000,5,0.2,always_large,correct,known,gcomp,-0.0002450810154978871,0.0005949016794995484,0.01880463147650784,,
1000,5,0.2,always_large,correct,known,dr,-0.005262669963049685,0.003012905775806246,0.09537410187159161,0.907,0.009184280047995052
1000,5,0.2,always_large,misspecified,known,ipw,-0.006253034273689527,0.006869307760479009,0.21720796982775953,0.836,0.011709141727727102
1000,5,0.2,always_large,misspecified,known,gcomp,-0.05688194134204418,0.0005796268248393355,0.059759405449326654,,
1000,5,0.2,always_large,misspecified,known,dr,-0.006010511081011822,0.0030738411806257963,0.0973405226386331,0.944,0.007270763371201131
1000,5,0.2,always_large,correct,misspecified,ipw,0.24297433321807965,0.005118906883471436,0.29191356781886657,0.707,0.014392741226048637
1000,5,0.2,always_large,correct,misspecified,gcomp,-0.0002450810154978871,0.0005949016794995484,0.01880463147650784,,
1000,5,0.2,always_large,correct,misspecified,dr,-0.0052837062905357265,0.0035092589273986448,0.11104278848026199,0.956,0.006485676526007139
1000,5,0.2,always_large,misspecified,misspecified,ipw,0.24297433321807965,0.005118906883471436,0.29191356781886657,0.707,0.014392741226048637
1000,5,0.2,always_large,misspecified,misspecified,gcomp,-0.05688194134204418,0.0005796268248393355,0.059759405449326654,,
1000,5,0.2,always_large,misspecified,misspecified,dr,-0.011455576761236739,0.0035953204829546844,0.11421310469780138,0.957,0.006414904519944161
1000,5,0.2,fixed_switch,correct,known,ipw,-0.00023506602781753005,0.004237459010966534,0.1339334090762618,0.917,0.008724161850859943
1000,5,0.2,fixed_switch,correct,known,gcomp,-0.0003446987049523257,0.0005827677506272996,0.018422742741438555,,
1000,5,0.2,fixed_switch,correct,known,dr,-0.00018787433742473603,0.0022289983403817023,0.07045211469210574,0.947,0.007084560677981384
1000,5,0.2,fixed_switch,misspecified,known,ipw,-0.00023506602781753005,0.004237459010966534,0.1339334090762618,0.917,0.008724161850859943
1000,5,0.2,fixed_switch,misspecified,known,gcomp,-0.050323811659760666,0.0005796268248393351,0.0535548065889918,,
1000,5,0.2,fixed_switch,misspecified,known,dr,-0.0004428002716131535,0.0023047947118936107,0.0728489029250909,0.947,0.007084560677981384
1000,5,0.2,fixed_switch,correct,misspecified,ipw,0.3075273029003632,0.005373576983862713,0.35131111041506974,0.552,0.015725647840391186
1000,5,0.2,fixed_switch,correct,misspecified,gcomp,-0.0003446987049523257,0.0005827677506272996,0.018422742741438555,,
1000,5,0.2,fixed_switch,correct,misspecified,dr,0.0008129959253548488,0.0029947884364742794,0.09465965341070852,0.958,0.006343185319695463
1000,5,0.2,fixed_switch,misspecified,misspecified,ipw,0.3075273029003632,0.005373576983862713,0.35131111041506974,0.552,0.015725647840391186
1000,5,0.2,fixed_switch,misspecified,misspecified,gcomp,-0.050323811659760666,0.0005796268248393351,0.0535548065889918,,
1000,5,0.2,fixed_switch,misspecified,misspecified,dr,-0.01078162421244039,0.003109310906367174,0.09886551430503805,0.959,0.006270486424512857
1000,5,0.2,failure_escalation,correct,known,ipw,0.000730762362106208,0.00209652721678572,0.06626888378403868,0.942,0.007391616873188169
1000,5,0.2,failure_escalation,correct,known,gcomp,-0.0002673257768225733,0.0006501918255241027,0.020552326477538758,,
1000,5,0.2,failure_escalation,correct,known,dr,-0.0024088043528585168,0.0015265287324940896,0.04830902627428161,0.947,0.007084560677981384
1000,5,0.2,failure_escalation,misspecified,known,ipw,0.000730762362106208,0.00209652721678572,0.06626888378403868,0.942,0.007391616873188169
1000,5,0.2,failure_escalation,misspecified,known,gcomp,0.008515312148598509,0.0005316320687091629,0.01883774309230205,,
1000,5,0.2,failure_escalation,misspecified,known,dr,-0.002037739445936009,0.0015333250704691371,0.04850656726678336,0.947,0.007084560677981384
1000,5,0.2,failure_escalation,correct,misspecified,ipw,1.288860212986339,0.007458223546968149,1.3102404825058889,0.0,0.0
1000,5,0.2,failure_escalation,correct,misspecified,gcomp,-0.0002673257768225733,0.0006501918255241027,0.020552326477538758,,
1000,5,0.2,failure_escalation,correct,misspecified,dr,-0.009176798577711268,0.005042751493166399,0.15965001381567742,0.976,0.004839834707921338
1000,5,0.2,failure_escalation,misspecified,misspecified,ipw,1.288860212986339,0.007458223546968149,1.3102404825058889,0.0,0.0
1000,5,0.2,failure_escalation,misspecified,misspecified,gcomp,0.008515312148598509,0.0005316320687091629,0.01883774309230205,,
1000,5,0.2,failure_escalation,misspecified,misspecified,dr,-0.1308480293578361,0.005348793938102204,0.21378071424362802,0.889,0.00993373041711924
1000,5,0.2,soft_escalation,correct,known,ipw,-0.0005224208604659242,0.0012445754910833358,0.039340718198931895,0.945,0.007209368904418752
1000,5,0.2,soft_escalation,correct,known,gcomp,-0.000366051248909607,0.0005948660811594646,0.01880547213914963,,
1000,5,0.2,soft_escalation,correct,known,dr,-0.0016399472024391374,0.000950430740059341,0.03008495803362346,0.948,0.007021111023192843
1000,5,0.2,soft_escalation,misspecified,known,ipw,-0.0005224208604659242,0.0012445754910833358,0.039340718198931895,0.945,0.007209368904418752
1000,5,0.2,soft_escalation,misspecified,known,gcomp,0.011991443530924463,0.0005252778776780535,0.020480128170608024,,
1000,5,0.2,soft_escalation,misspecified,known,dr,-0.00151834715262688,0.0009529968811968253,0.030159579416682774,0.947,0.007084560677981384
1000,5,0.2,soft_escalation,correct,misspecified,ipw,0.9191833536591101,0.004341063959932762,0.9293675425319798,0.0,0.0
1000,5,0.2,soft_escalation,correct,misspecified,gcomp,-0.000366051248909607,0.0005948660811594646,0.01880547213914963,,
1000,5,0.2,soft_escalation,correct,misspecified,dr,-0.005665343543848555,0.0028566502011626587,0.09046759662387786,0.98,0.0044271887242357325
1000,5,0.2,soft_escalation,misspecified,misspecified,ipw,0.9191833536591101,0.004341063959932762,0.9293675425319798,0.0,0.0
1000,5,0.2,soft_escalation,misspecified,misspecified,gcomp,0.011991443530924463,0.0005252778776780535,0.020480128170608024,,
1000,5,0.2,soft_escalation,misspecified,misspecified,dr,-0.08045154765020575,0.0030580734483665654,0.1257573573263302,0.897,0.009612023720320294
1000,5,0.5,always_small,correct,known,ipw,0.002254982759063394,0.003166954256578908,0.10012319716850672,0.918,0.008676174272108645
1000,5,0.5,always_small,correct,known,gcomp,-0.0018774482883523137,0.0006719389893457549,0.021320771924886503,,
1000,5,0.5,always_small,correct,known,dr,-0.002549677208776812,0.0024395591285700687,0.07714919407820615,0.937,0.007683163410991592
1000,5,0.5,always_small,misspecified,known,ipw,0.002254982759063394,0.003166954256578908,0.10012319716850672,0.918,0.008676174272108645
1000,5,0.5,always_small,misspecified,known,gcomp,0.06795264239631855,0.0006657140058810436,0.07113574046237593,,
1000,5,0.5,always_small,misspecified,known,dr,-0.001157924420069748,0.0025431178577287614,0.08038856746343485,0.951,0.006826346021115546
1000,5,0.5,always_small,correct,misspecified,ipw,0.002254982759063394,0.003166954256578908,0.10012319716850672,0.918,0.008676174272108645
1000,5,0.5,always_small,correct,misspecified,gcomp,-0.0018774482883523137,0.0006719389893457549,0.021320771924886503,,
1000,5,0.5,always_small,correct,misspecified,dr,-0.002549677208776812,0.0024395591285700687,0.07714919407820615,0.937,0.007683163410991592
1000,5,0.5,always_small,misspecified,misspecified,ipw,0.002254982759063394,0.003166954256578908,0.10012319716850672,0.918,0.008676174272108645
1000,5,0.5,always_small,misspecified,misspecified,gcomp,0.06795264239631855,0.0006657140058810436,0.07113574046237593,,
1000,5,0.5,always_small,misspecified,misspecified,dr,-0.001157924420069748,0.0025431178577287614,0.08038856746343485,0.951,0.006826346021115546
1000,5,0.5,always_large,correct,known,ipw,-0.003310146781920331,0.004443477303367887,0.14048381802441823,0.922,0.008480330182251158
1000,5,0.5,always_large,correct,known,gcomp,0.00036142790156546366,0.0006616913334125332,0.020917175130035433,,
1000,5,0.5,always_large,correct,known,dr,-0.0029233819742280737,0.0024426620838524857,0.07726045314390746,0.942,0.007391616873188169
1000,5,0.5,always_large,misspecified,known,ipw,-0.003310146781920331,0.004443477303367887,0.14048381802441823,0.922,0.008480330182251158
1000,5,0.5,always_large,misspecified,known,gcomp,-0.04886727000532647,0.0006486005167379717,0.052993131870610666,,
1000,5,0.5,always_large,misspecified,known,dr,-0.003278901766318163,0.0025368373755140583,0.08024873533413729,0.94,0.007509993342207438
1000,5,0.5,always_large,correct,misspecified,ipw,-0.003310146781920331,0.004443477303367887,0.14048381802441823,0.922,0.008480330182251158
1000,5,0.5,always_large,correct,misspecified,gcomp,0.00036142790156546366,0.0006616913334125332,0.020917175130035433,,
1000,5,0.5,always_large,correct,misspecified,dr,-0.0029233819742280737,0.0024426620838524857,0.07726045314390746,0.942,0.007391616873188169
1000,5,0.5,always_large,misspecified,misspecified,ipw,-0.003310146781920331,0.004443477303367887,0.14048381802441823,0.922,0.008480330182251158
1000,5,0.5,always_large,misspecified,misspecified,gcomp,-0.04886727000532647,0.0006486005167379717,0.052993131870610666,,
1000,5,0.5,always_large,misspecified,misspecified,dr,-0.003278901766318163,0.0025368373755140583,0.08024873533413729,0.94,0.007509993342207438
1000,5,0.5,fixed_switch,correct,known,ipw,0.0045989829003632,0.004157114095620182,0.1314742052652072,0.952,0.006759881655768837
1000,5,0.5,fixed_switch,correct,known,gcomp,0.0002668495979499335,0.0006509061419551353,0.020574895760056958,,
1000,5,0.5,fixed_switch,correct,known,dr,0.0005525746331222117,0.0022958681267632895,0.07256751879289561,0.961,0.006122009474020767
1000,5,0.5,fixed_switch,misspecified,known,ipw,0.0045989829003632,0.004157114095620182,0.1314742052652072,0.952,0.006759881655768837
1000,5,0.5,fixed_switch,misspecified,known,gcomp,-0.042309140323042956,0.0006486005167379716,0.047014096849321584,,
1000,5,0.5,fixed_switch,misspecified,known,dr,0.0013667331178790203,0.002322761237065019,0.07342814517651193,0.964,0.005891010100144119
1000,5,0.5,fixed_switch,correct,misspecified,ipw,0.0045989829003632,0.004157114095620182,0.1314742052652072,0.952,0.006759881655768837
1000,5,0.5,fixed_switch,correct,misspecified,gcomp,0.0002668495979499335,0.0006509061419551353,0.020574895760056958,,
1000,5,0.5,fixed_switch,correct,misspecified,dr,0.0005525746331222117,0.0022958681267632895,0.07256751879289561,0.961,0.006122009474020767
1000,5,0.5,fixed_switch,misspecified,misspecified,ipw,0.0045989829003632,0.004157114095620182,0.1314742052652072,0.952,0.006759881655768837
1000,5,0.5,fixed_switch,misspecified,misspecified,gcomp,-0.042309140323042956,0.0006486005167379716,0.047014096849321584,,
1000,5,0.5,fixed_switch,misspecified,misspecified,dr,0.0013667331178790203,0.002322761237065019,0.07342814517651193,0.964,0.005891010100144119
1000,5,0.5,failure_escalation,correct,known,ipw,0.00641793298633904,0.00393812431361295,0.12463749094946167,0.945,0.007209368904418752
1000,5,0.5,failure_escalation,correct,known,gcomp,6.372989942375252e-05,0.0006990767804493887,0.022095784623285042,,
1000,5,0.5,failure_escalation,correct,known,dr,0.005407874179149522,0.002714673595902902,0.08597283514400123,0.946,0.0071473071852271785
1000,5,0.5,failure_escalation,misspecified,known,ipw,0.00641793298633904,0.00393812431361295,0.12463749094946167,0.945,0.007209368904418752
1000,5,0.5,failure_escalation,misspecified,known,gcomp,-0.019317256969342066,0.0005098630961070508,0.02515664590549961,,
1000,5,0.5,failure_escalation,misspecified,known,dr,0.004762306829228546,0.0027850276423411783,0.08815498939919154,0.945,0.007209368904418752
1000,5,0.5,failure_escalation,correct,misspecified,ipw,0.00641793298633904,0.00393812431361295,0.12463749094946167,0.945,0.007209368904418752
1000,5,0.5,failure_escalation,correct,misspecified,gcomp,6.372989942375252e-05,0.0006990767804493887,0.022095784623285042,,
1000,5,0.5,failure_escalation,correct,misspecified,dr,0.005407874179149522,0.002714673595902902,0.08597283514400123,0.946,0.0071473071852271785
1000,5,0.5,failure_escalation,misspecified,misspecified,ipw,0.00641793298633904,0.00393812431361295,0.12463749094946167,0.945,0.007209368904418752
1000,5,0.5,failure_escalation,misspecified,misspecified,gcomp,-0.019317256969342066,0.0005098630961070508,0.02515664590549961,,
1000,5,0.5,failure_escalation,misspecified,misspecified,dr,0.004762306829228546,0.0027850276423411783,0.08815498939919154,0.945,0.007209368904418752
1000,5,0.5,soft_escalation,correct,known,ipw,0.0031993489807097984,0.0023474855256361005,0.0742658295495196,0.95,0.006892024376045114
1000,5,0.5,soft_escalation,correct,known,gcomp,-5.8056642383436275e-05,0.0006348748524655905,0.020066548850976765,,
1000,5,0.5,soft_escalation,correct,known,dr,0.002821443967451652,0.0016569081159363939,0.052445778726344636,0.94,0.007509993342207438
1000,5,0.5,soft_escalation,misspecified,known,ipw,0.0031993489807097984,0.0023474855256361005,0.0742658295495196,0.95,0.006892024376045114
1000,5,0.5,soft_escalation,misspecified,known,gcomp,-0.015715425217007622,0.0004997215989661699,0.02228108041698587,,
1000,5,0.5,soft_escalation,misspecified,known,dr,0.0024491650065671423,0.0016921248554447532,0.053538973179515746,0.941,0.007451107300260817
1000,5,0.5,soft_escalation,correct,misspecified,ipw,0.0031993489807097984,0.0023474855256361005,0.0742658295495196,0.95,0.006892024376045114
1000,5,0.5,soft_escalation,correct,misspecified,gcomp,-5.8056642383436275e-05,0.0006348748524655905,0.020066548850976765,,
1000,5,0.5,soft_escalation,correct,misspecified,dr,0.002821443967451652,0.0016569081159363939,0.052445778726344636,0.94,0.007509993342207438
1000,5,0.5,soft_escalation,misspecified,misspecified,ipw,0.0031993489807097984,0.0023474855256361005,0.0742658295495196,0.95,0.006892024376045114
1000,5,0.5,soft_escalation,misspecified,misspecified,gcomp,-0.015715425217007622,0.0004997215989661699,0.02228108041698587,,
1000,5,0.5,soft_escalation,misspecified,misspecified,dr,0.0024491650065671423,0.0016921248554447532,0.053538973179515746,0.941,0.007451107300260817
250,10,0.05,always_small,correct,known,ipw,-0.292534915450665,0.014818441171815926,0.5522167050366499,0.001,0.0009994998749374609
250,10,0.05,always_small,correct,known,gcomp,0.05414507678896929,0.004070235098953983,0.13957770698603544,,
250,10,0.05,always_small,correct,known,dr,0.047460694951554146,0.024258164714573358,0.7681943857705139,0.319,0.014739029818817792
250,10,0.05,always_small,misspecified,known,ipw,-0.292534915450665,0.014818441171815926,0.5522167050366499,0.001,0.0009994998749374609
250,10,0.05,always_small,misspecified,known,gcomp,0.17206295899412488,0.002622390711378837,0.1909861721902839,,
250,10,0.05,always_small,misspecified,known,dr,0.17700243938473015,0.005505814311991511,0.2482207501298743,0.034,0.005730968504537431
250,10,0.05,always_small,correct,misspecified,ipw,-0.30325735662248093,0.0040960000000000015,0.3297354441512993,0.001,0.0009994998749374609
250,10,0.05,always_small,correct,misspecified,gcomp,0.05414507678896929,0.004070235098953983,0.13957770698603544,,
250,10,0.05,always_small,correct,misspecified,dr,0.0530309782814504,0.005218796524111665,0.17326536289866934,0.303,0.014532412050310162
250,10,0.05,always_small,misspecified,misspecified,ipw,-0.30325735662248093,0.0040960000000000015,0.3297354441512993,0.001,0.0009994998749374609
250,10,0.05,always_small,misspecified,misspecified,gcomp,0.17206295899412488,0.002622390711378837,0.1909861721902839,,
250,10,0.05,always_small,misspecified,misspecified,dr,0.17342829232745816,0.002911240805371192,0.19632682008184651,0.034,0.005730968504537431
250,10,0.05,always_large,correct,known,ipw,-0.0351005734029244,0.031200473815606,0.9867766449431256,0.575,0.015632498200863484
250,10,0.05,always_large,correct,known,gcomp,-8.042487164481526e-05,0.0009971844319387768,0.031518072318429284,,
250,10,0.05,always_large,correct,known,dr,0.014694981956692759,0.01212851268572048,0.3836269824222775,0.941,0.007451107300260817
250,10,0.05,always_large,misspecified,known,ipw,-0.0351005734029244,0.031200473815606,0.9867766449431256,0.575,0.015632498200863484
250,10,0.05,always_large,misspecified,known,gcomp,-0.024610110068276556,0.0010045148099571282,0.04017086594775459,,
250,10,0.05,always_large,misspecified,known,dr,0.011868981302690958,0.01250038622118935,0.3952774579208702,0.943,0.007331507348424336
250,10,0.05,always_large,correct,misspecified,ipw,9.136585952959562,0.20699176352013368,11.23743509217418,0.769,0.01332812815064441
250,10,0.05,always_large,correct,misspecified,gcomp,-8.042487164481526e-05,0.0009971844319387768,0.031518072318429284,,
250,10,0.05,always_large,correct,misspecified,dr,0.1186918194527477,0.14246473809713678,4.504441491182863,0.949,0.006956938982052382
250,10,0.05,always_large,misspecified,misspecified,ipw,9.136585952959562,0.20699176352013368,11.23743509217418,0.769,0.01332812815064441
250,10,0.05,always_large,misspecified,misspecified,gcomp,-0.024610110068276556,0.0010045148099571282,0.04017086594775459,,
250,10,0.05,always_large,misspecified,misspecified,dr,0.3697508325139958,0.14734176508866884,4.671680834758494,0.944,0.007270763371201131
250,10,0.05,fixed_switch,correct,known,ipw,0.048717418700876515,0.053900758727143366,1.7043356143832813,0.477,0.01579465099329517
250,10,0.05,fixed_switch,correct,known,gcomp,-0.00010928937173991243,0.0009961654079385322,0.031485951130943206,,
250,10,0.05,fixed_switch,correct,known,dr,0.07158423305598491,0.0320074889134648,1.0141889220560636,0.733,0.013989674763910703
250,10,0.05,fixed_switch,misspecified,known,ipw,0.048717418700876515,0.053900758727143366,1.7043356143832813,0.477,0.01579465099329517
250,10,0.05,fixed_switch,misspecified,known,gcomp,-0.02404627674750434,0.0010045148099571282,0.03982793465442754,,
250,10,0.05,fixed_switch,misspecified,known,dr,0.06920567067998627,0.03326506619143252,1.0536828217950283,0.708,0.014378317008607092
250,10,0.05,fixed_switch,correct,misspecified,ipw,1.9369845062803333,0.09448868906592237,3.5596479076736265,0.527,0.01578831846651188
250,10,0.05,fixed_switch,correct,misspecified,gcomp,-0.00010928937173991243,0.0009961654079385322,0.031485951130943206,,
250,10,0.05,fixed_switch,correct,misspecified,dr,0.06465587926834382,0.04286503011477886,1.3563752351978857,0.805,0.012528966437819202
250,10,0.05,fixed_switch,misspecified,misspecified,ipw,1.9369845062803333,0.09448868906592237,3.5596479076736265,0.527,0.01578831846651188
250,10,0.05,fixed_switch,misspecified,misspecified,gcomp,-0.02404627674750434,0.0010045148099571282,0.03982793465442754,,
250,10,0.05,fixed_switch,misspecified,misspecified,dr,0.08665808578430081,0.043853982791699435,1.3887974145712452,0.72,0.014198591479439079
250,10,0.05,failure_escalation,correct,known,ipw,-0.056471987744806156,0.030731418157763698,0.9729669713434214,0.397,0.01547226550961429
250,10,0.05,failure_escalation,correct,known,gcomp,0.002033476944495753,0.0017206024816143642,0.054421020344362955,,
250,10,0.05,failure_escalation,correct,known,dr,-0.03393870016015434,0.023041950039820153,0.7290763784024903,0.896,0.009653186002558947
250,10,0.05,failure_escalation,misspecified,known,ipw,-0.056471987744806156,0.030731418157763698,0.9729669713434214,0.397,0.01547226550961429
250,10,0.05,failure_escalation,misspecified,known,gcomp,0.04524838758530511,0.001549825028213156,0.06668562243488342,,
250,10,0.05,failure_escalation,misspecified,known,dr,-0.041750548407485294,0.022578297956139255,0.7148516400973923,0.897,0.009612023720320294
250,10,0.05,failure_escalation,correct,misspecified,ipw,2.2488544254694647,0.1311573437382499,4.7161841349347835,0.673,0.014834790190629592
250,10,0.05,failure_escalation,correct,misspecified,gcomp,0.002033476944495753,0.0017206024816143642,0.054421020344362955,,
250,10,0.05,failure_escalation,correct,misspecified,dr,-0.1077973860008608,0.10174293921390934,3.217591386524085,0.967,0.005648982209212561
250,10,0.05,failure_escalation,misspecified,misspecified,ipw,2.2488544254694647,0.1311573437382499,4.7161841349347835,0.673,0.014834790190629592
250,10,0.05,failure_escalation,misspecified,misspecified,gcomp,0.04524838758530511,0.001549825028213156,0.06668562243488342,,
250,10,0.05,failure_escalation,misspecified,misspecified,dr,-1.2835999519357657,0.10491697825300624,3.555867487692074,0.968,0.005565608681896351
250,10,0.05,soft_escalation,correct,known,ipw,-0.009105606951709685,0.012470608258063424,0.39426319424175593,0.665,0.014925649064613572
250,10,0.05,soft_escalation,correct,known,gcomp,0.004797193965122471,0.001579235582969289,0.05014483135308006,,
250,10,0.05,soft_escalation,correct,known,dr,-0.011968480489922929,0.009094497084197158,0.2876984738619477,0.926,0.008277922444671728
